Vector,Labels
"[-0.08545937 -0.01674372 -0.01380986  0.06129916 -0.1925849   0.03167908
 -0.09166586  0.05711082 -0.12751466  0.03718193 -0.04493217  0.11979882
 -0.1378395   0.01820193 -0.03233681  0.01665124 -0.03709494  0.00419778
  0.15869507  0.13207738 -0.07190894 -0.13047521  0.01426834  0.01285178
  0.05178471  0.00972963 -0.03441235  0.05190509 -0.17340069  0.0598349
  0.02350983 -0.05299871 -0.16378404 -0.15503076 -0.10058104  0.0008376
 -0.04278118  0.14491124  0.00798181  0.00435949  0.0561906  -0.1051695
 -0.04745366  0.10950167 -0.03921999 -0.05765401 -0.11712784 -0.08444025
  0.00762195  0.13181236 -0.02297849 -0.07311165  0.03109526  0.00626198
 -0.11014283  0.04718345  0.04614062 -0.08032306  0.06995501 -0.01212136
 -0.2055405  -0.05062515 -0.01835005  0.0196707   0.06361052 -0.02546434
 -0.12544933  0.1231849   0.0769295  -0.03016161 -0.0882185   0.00312352
  0.11759585  0.00970714 -0.03861526  0.11953567  0.05350509  0.00634744
 -0.02911561  0.10514521  0.05190193 -0.1524127   0.01007581  0.02815093
 -0.05026565  0.00185046  0.09383743  0.05978106 -0.08768474  0.01749421
  0.04419293  0.04609469 -0.06871743  0.1764945  -0.1426157   0.05165804
  0.05977638 -0.08593921 -0.07396923 -0.10619173  0.19378147 -0.01003386
  0.00938686 -0.06931661  0.11124814  0.07209921 -0.31091875  0.01545203
 -0.02780857  0.09368461 -0.04523932 -0.03727641  0.10604225 -0.03057539
  0.2774969   0.05953081  0.08274306 -0.01079291 -0.08952773 -0.0391687
  0.10306934 -0.02943924 -0.07532863 -0.06016536 -0.02687569 -0.02832274
  0.02050903  0.02831417]",57
"[-0.08551452 -0.03292398 -0.0208324   0.07163409 -0.19236201  0.05364447
 -0.06801465  0.05213411 -0.13815328  0.02410636 -0.04704696  0.1096574
 -0.1412501  -0.0114646  -0.02278892  0.01597817 -0.03079025 -0.01097189
  0.16526015  0.13169356 -0.06965576 -0.10391139  0.0365051   0.00457028
  0.0438272   0.00672554 -0.04636266  0.05835007 -0.17909348  0.05935829
  0.00273108 -0.05264651 -0.16076301 -0.16576906 -0.09823768  0.01608129
 -0.05933463  0.1255578   0.00681116  0.00595736  0.06185332 -0.09841492
 -0.04955532  0.11337329 -0.04149083 -0.04760017 -0.11019245 -0.07842887
 -0.00483722  0.15587002 -0.02406106 -0.06837328  0.02783275  0.00085466
 -0.09974666  0.06129851  0.04494901 -0.06643432  0.05324368 -0.01168468
 -0.21177115 -0.05840162 -0.0142675   0.00905978  0.07855231 -0.00577443
 -0.13390967  0.12044405  0.06960152 -0.03936201 -0.09189889  0.00308984
  0.11320222 -0.01908088 -0.05207223  0.12365252  0.06390192  0.02622995
 -0.02681168  0.10243262  0.02824495 -0.14743342  0.01965899  0.02688833
 -0.06048622 -0.00492146  0.09866399  0.06480316 -0.09468465  0.01454509
  0.04094189  0.0417142  -0.07087957  0.18389218 -0.1548197   0.05444833
  0.0391417  -0.09005701 -0.0674674  -0.10107097  0.19394852 -0.01215888
 -0.01142296 -0.06698858  0.12110895  0.06201868 -0.31905046  0.01754297
 -0.02316663  0.10420176 -0.05214952 -0.03103271  0.09534766 -0.02321227
  0.26353344  0.05094976  0.07853677 -0.00759523 -0.09469792 -0.03307372
  0.08829375 -0.02278874 -0.06498965 -0.05715179  0.00084501 -0.0379121
  0.02220359  0.0354526 ]",4
"[-0.08159948 -0.01033707  0.00364957  0.04952979 -0.19148187  0.03107869
 -0.08865634  0.04799922 -0.12308294  0.05236479 -0.05247329  0.11252675
 -0.13650872  0.02602342 -0.02865525  0.02642853 -0.04417338 -0.00129163
  0.14159568  0.12768781 -0.07036085 -0.13521448  0.00388375 -0.00362979
  0.03364594  0.0144549  -0.01877262  0.06559867 -0.18226439  0.05696907
  0.02506719 -0.05763415 -0.1593094  -0.1540237  -0.10707805 -0.00032706
 -0.031767    0.15368016  0.01362462  0.00450997  0.06757101 -0.09403857
 -0.05240406  0.10123882 -0.02265931 -0.05503843 -0.12151273 -0.09337776
  0.01912761  0.13545638 -0.02960293 -0.07594962  0.03712809  0.00650918
 -0.11569951  0.05357731  0.02971278 -0.08773845  0.07089883 -0.00704569
 -0.1994338  -0.0558545  -0.01703267  0.00699085  0.07039451 -0.03434538
 -0.11950345  0.12588061  0.0815958  -0.02689954 -0.10621339  0.00760954
  0.10723631  0.00605397 -0.03159368  0.12409745  0.05955322 -0.01031251
 -0.02446263  0.10902624  0.04320821 -0.15762304 -0.00442087  0.03282003
 -0.04949259 -0.00642144  0.09397889  0.044714   -0.08559477  0.00882074
  0.03547334  0.04753895 -0.07150255  0.18041162 -0.13651861  0.04306258
  0.05152905 -0.08004593 -0.08164662 -0.11778524  0.19711909 -0.02235176
  0.00647014 -0.06985094  0.10137539  0.06833327 -0.3171327  -0.00096625
 -0.02669959  0.08365316 -0.05747717 -0.02603904  0.10572082 -0.03825265
  0.27735955  0.04836141  0.07151686 -0.00575705 -0.09488665 -0.03903339
  0.10354909 -0.02675798 -0.06693579 -0.0616356  -0.04326912 -0.03331592
  0.02221489  0.03107186]",60
"[-7.77684450e-02 -2.97021344e-02 -1.00805564e-02  6.39724135e-02
 -1.88391164e-01  3.51570696e-02 -7.73146152e-02  5.66167608e-02
 -1.29310325e-01  3.51220928e-02 -5.05750589e-02  1.13543712e-01
 -1.39268160e-01  9.28880274e-03 -2.24612448e-02  2.42943875e-02
 -3.37327644e-02 -8.31954554e-03  1.64713025e-01  1.38169616e-01
 -7.86440447e-02 -1.34020075e-01  2.68840343e-02  1.51466695e-03
  4.08734307e-02 -2.30756588e-03 -4.12204266e-02  5.21951504e-02
 -1.75503582e-01  5.11275642e-02  4.15659836e-03 -5.52008487e-02
 -1.55293062e-01 -1.68082908e-01 -1.00771941e-01  1.62950344e-02
 -4.87951264e-02  1.37253329e-01  4.99573909e-03  2.67571467e-03
  6.69683665e-02 -9.63641480e-02 -5.64296618e-02  1.08435042e-01
 -3.09883729e-02 -5.44978343e-02 -1.19033448e-01 -9.10291374e-02
  6.21905690e-03  1.41137287e-01 -2.17776801e-02 -6.74587339e-02
  3.08260862e-02  1.16606532e-02 -1.05214290e-01  5.63851893e-02
  3.71070765e-02 -7.52888098e-02  6.44759461e-02 -1.32479956e-02
 -2.07472906e-01 -5.98884784e-02 -9.73253231e-03  2.29480211e-02
  7.46895373e-02 -2.21276507e-02 -1.21863917e-01  1.21271767e-01
  8.15930143e-02 -3.50924321e-02 -9.11775082e-02  9.32553667e-04
  1.16541095e-01  5.79627184e-03 -4.60536554e-02  1.14089169e-01
  6.62745461e-02 -9.07349109e-04 -2.83476487e-02  1.04477048e-01
  3.15566696e-02 -1.51460409e-01  1.50957867e-03  2.69672126e-02
 -5.25337420e-02  1.43956815e-04  9.49221998e-02  5.19295298e-02
 -9.45125893e-02  1.86501201e-02  4.82625403e-02  5.13524376e-02
 -7.25960359e-02  1.76938400e-01 -1.40578628e-01  5.42393774e-02
  4.27833349e-02 -8.92273486e-02 -7.76836872e-02 -1.17396012e-01
  1.94564655e-01 -1.17431842e-02 -1.40845811e-03 -6.44454807e-02
  1.16709180e-01  6.73215687e-02 -3.17332953e-01  1.55853676e-02
 -3.23938057e-02  1.02238558e-01 -5.19230999e-02 -2.89266892e-02
  9.97327417e-02 -3.32525410e-02  2.65158266e-01  5.08540720e-02
  7.84254149e-02 -7.24497112e-03 -9.77240950e-02 -3.54790650e-02
  9.56716761e-02 -2.49798000e-02 -6.91631287e-02 -5.09840697e-02
 -2.27257833e-02 -3.21164727e-02  1.77282877e-02  2.81475540e-02]",10
"[-0.07490341 -0.03049618 -0.00112289  0.06063888 -0.18742058  0.0272181
 -0.0773591   0.05711936 -0.12723505  0.0415337  -0.05256259  0.11787429
 -0.1348672   0.01915997 -0.02789609  0.03276555 -0.03591789 -0.00496612
  0.16401665  0.13854825 -0.08393522 -0.14322904  0.02221333  0.00631373
  0.03844505 -0.01022773 -0.03250282  0.05224379 -0.18149868  0.04837415
  0.0017244  -0.05538965 -0.15282525 -0.16763994 -0.10495471  0.02120681
 -0.04777211  0.14545383  0.0103414  -0.0033204   0.07146493 -0.09556246
 -0.06446616  0.1020711  -0.02593039 -0.05386004 -0.11825428 -0.09606505
  0.01646729  0.13585019 -0.02138388 -0.06661213  0.03483999  0.02055125
 -0.10898878  0.05275444  0.03176504 -0.07321519  0.07011802 -0.01711566
 -0.20324358 -0.05690918 -0.00876937  0.02430911  0.07661024 -0.02623481
 -0.11238176  0.12366259  0.08077498 -0.03463405 -0.09643012 -0.00296973
  0.11602598  0.01480325 -0.04511759  0.10674348  0.06452703 -0.01078211
 -0.02797706  0.10618931  0.02945892 -0.15459444 -0.00560131  0.02334457
 -0.04520789  0.00249381  0.09373229  0.04108857 -0.09774937  0.0242491
  0.04663492  0.05421162 -0.0749217   0.17633893 -0.13461964  0.05079748
  0.04178947 -0.08526958 -0.08430428 -0.12468854  0.19462852 -0.01371157
  0.00464412 -0.06222866  0.11180066  0.06205569 -0.31585705  0.01156336
 -0.04057224  0.10176476 -0.05304307 -0.02900678  0.09760071 -0.0355781
  0.26372617  0.04997794  0.07289478 -0.00189103 -0.0977261  -0.04391926
  0.10163116 -0.02469976 -0.07344344 -0.04591685 -0.03006295 -0.0283188
  0.01682937  0.02374464]",10
"[-0.08768529 -0.02148183 -0.03652252  0.07221121 -0.19045514  0.0626008
 -0.07807596  0.046781   -0.13010362  0.01591833 -0.04320444  0.09748741
 -0.14415514 -0.02290126 -0.00987314 -0.00694659 -0.02355414 -0.01801188
  0.16213042  0.130516   -0.05848239 -0.09404173  0.04008253 -0.00999663
  0.0492829   0.02704432 -0.06624749  0.05732698 -0.14960791  0.05961075
  0.01387282 -0.04715644 -0.16592193 -0.16385797 -0.08600739 -0.00426622
 -0.04616682  0.11437273 -0.00565986  0.0229589   0.05202784 -0.10070456
 -0.02913715  0.12178844 -0.04648594 -0.04996026 -0.11236566 -0.07588797
 -0.03114286  0.15394954 -0.02724836 -0.06888822  0.01620058 -0.0219223
 -0.09353819  0.06059505  0.05254602 -0.07842451  0.04857645  0.00366921
 -0.21681663 -0.06962215 -0.01151847  0.00754199  0.07030369 -0.00697791
 -0.15155035  0.11117472  0.07777124 -0.03384494 -0.06959463  0.01540134
  0.11683036 -0.02751897 -0.05269381  0.13669446  0.06655768  0.03171013
 -0.02850742  0.09553757  0.04024498 -0.14210565  0.02938731  0.03498594
 -0.07118496 -0.01058804  0.0994076   0.09033505 -0.08387956 -0.0023556
  0.05141217  0.03524272 -0.06532378  0.18015875 -0.15488708  0.06470696
  0.04886952 -0.09989221 -0.05612645 -0.08235635  0.19576183 -0.00629
 -0.02015773 -0.07372205  0.13177563  0.08050113 -0.31540635  0.03042972
 -0.00693742  0.10022207 -0.04381314 -0.02683235  0.10161622 -0.02104338
  0.27031952  0.05521036  0.09274434 -0.02261925 -0.09668692 -0.01011319
  0.07303415 -0.02834971 -0.05371755 -0.07009134  0.00971791 -0.04507226
  0.01677345  0.04001759]",2
"[-0.08264486 -0.03940925 -0.01714152  0.07345715 -0.19058375  0.03825806
 -0.07010984  0.06299964 -0.13977788  0.02546394 -0.04566459  0.12158569
 -0.13913202  0.00221094 -0.03224091  0.02636537 -0.03309479 -0.0012427
  0.17361929  0.13653512 -0.07987273 -0.12157978  0.03386682  0.02087698
  0.0498924  -0.00974965 -0.04036602  0.04710903 -0.18718483  0.0573371
 -0.00075366 -0.05458808 -0.15667647 -0.16518022 -0.1017853   0.02586409
 -0.06601173  0.13192743  0.00855324 -0.00472818  0.06106103 -0.10205504
 -0.05963096  0.11090674 -0.04342065 -0.05196062 -0.11130837 -0.07908527
  0.00924468  0.14523046 -0.0166565  -0.06643158  0.03211635  0.01835195
 -0.10250622  0.05473517  0.04714325 -0.06065829  0.06048055 -0.02393487
 -0.20834923 -0.04829036 -0.01581883  0.02466819  0.07453317 -0.0090077
 -0.12065398  0.12396561  0.06810683 -0.04132448 -0.09306017 -0.00705589
  0.11770301  0.00134968 -0.05031336  0.10893132  0.05850088  0.01967394
 -0.02908988  0.10443299  0.030666   -0.14815098  0.01354783  0.02058796
 -0.05108146  0.00576806  0.09503622  0.05277677 -0.0993867   0.03063164
  0.04280196  0.04905231 -0.07203995  0.1775996  -0.1501892   0.0525215
  0.04156793 -0.08610701 -0.07299933 -0.11195011  0.18846567 -0.0076934
  0.00154241 -0.06142504  0.11619128  0.05710272 -0.3129906   0.0176158
 -0.03564434  0.10857406 -0.0496299  -0.03945004  0.09503909 -0.02550931
  0.25959674  0.05534295  0.07671338 -0.00259117 -0.08998051 -0.04647613
  0.10046353 -0.02266579 -0.07834242 -0.04662346 -0.00874013 -0.02774864
  0.0227717   0.02811691]",61
"[-0.06881948 -0.04509873 -0.00510893  0.08078164 -0.18513313  0.03352317
 -0.05718192  0.05553431 -0.13680093  0.02787774 -0.05704383  0.09428865
 -0.14045824 -0.00900666 -0.01660195  0.03008103 -0.02961572 -0.02783846
  0.17132275  0.14358331 -0.09195844 -0.13474834  0.05855786 -0.00749313
  0.02039967 -0.009886   -0.04988804  0.05783436 -0.17660713  0.03733319
 -0.02451693 -0.05503098 -0.14408363 -0.17770293 -0.10372125  0.03612841
 -0.04985843  0.12742317 -0.00428064  0.00549381  0.07373215 -0.08655677
 -0.07048979  0.10785754 -0.02169337 -0.04279448 -0.12455992 -0.09738651
 -0.00684787  0.15649563 -0.01491258 -0.05757775  0.02516063  0.015736
 -0.1004375   0.06034716  0.03141606 -0.05569728  0.05469199 -0.01706079
 -0.21292086 -0.07444093 -0.00549743  0.02020088  0.09219874 -0.00862952
 -0.11456499  0.12244092  0.08432513 -0.04501777 -0.09015511 -0.00274291
  0.12193574 -0.00279216 -0.06495415  0.103958    0.07997198 -0.00038019
 -0.02747881  0.09940928  0.0054453  -0.15553342 -0.00535064  0.02499689
 -0.05675313 -0.00397998  0.10158802  0.04616514 -0.10463101  0.02319438
  0.05319727  0.05521757 -0.08601942  0.16807322 -0.13484049  0.05908482
  0.01450044 -0.08760136 -0.07702078 -0.12455036  0.18539982 -0.00878127
 -0.01633703 -0.05896241  0.1216627   0.05160952 -0.31811497  0.00980145
 -0.03466207  0.11130609 -0.06979854 -0.01791923  0.08884038 -0.03612079
  0.24737827  0.04586442  0.06092894  0.00240156 -0.10685557 -0.03126948
  0.08130609 -0.0274093  -0.06791176 -0.03959696 -0.00778997 -0.04699782
  0.00849018  0.03062175]",66
"[-8.85094479e-02 -2.93653496e-02 -3.18031497e-02  7.50772581e-02
 -1.92713931e-01  5.12670055e-02 -7.75387734e-02  5.61652817e-02
 -1.35781854e-01  1.75030082e-02 -4.12704051e-02  1.13783471e-01
 -1.40746042e-01 -1.10447379e-02 -2.50799656e-02  5.56965033e-03
 -2.67270766e-02 -5.21482853e-03  1.71643198e-01  1.32807031e-01
 -6.78034052e-02 -1.03743561e-01  3.66892330e-02  1.32254856e-02
  5.72622418e-02  9.71513335e-03 -5.54762110e-02  4.97824550e-02
 -1.66395113e-01  6.15561716e-02  9.85268783e-03 -4.83278558e-02
 -1.65536314e-01 -1.62499622e-01 -9.25328135e-02  8.12490750e-03
 -5.85088208e-02  1.23397395e-01  2.64533958e-03  9.00485646e-03
  5.20622618e-02 -1.06922343e-01 -4.16561440e-02  1.17937669e-01
 -5.12498468e-02 -5.12901098e-02 -1.08447693e-01 -7.41371065e-02
 -1.36368889e-02  1.47325143e-01 -2.15676893e-02 -6.81336001e-02
  2.29971781e-02 -3.50884721e-03 -9.79117453e-02  5.35963923e-02
  5.57013713e-02 -6.79759234e-02  5.60186617e-02 -1.08804405e-02
 -2.13960260e-01 -5.55310138e-02 -1.54904788e-02  1.65845361e-02
  6.95978180e-02 -5.60989790e-03 -1.38993621e-01  1.17357843e-01
  6.94032982e-02 -3.73894647e-02 -7.64570758e-02  3.48927313e-03
  1.20150022e-01 -1.29567860e-02 -5.28841913e-02  1.23194374e-01
  5.77457249e-02  3.23621780e-02 -3.00947018e-02  9.93232578e-02
  4.16154824e-02 -1.44450009e-01  2.82624457e-02  2.59354450e-02
 -6.01393580e-02 -2.80557171e-04  9.75832194e-02  7.75687695e-02
 -9.17334184e-02  1.59528777e-02  4.79523838e-02  3.95672545e-02
 -6.73769191e-02  1.79792538e-01 -1.55211613e-01  6.02498725e-02
  5.13388924e-02 -9.40189734e-02 -6.23636618e-02 -9.04460847e-02
  1.92838758e-01 -4.13831929e-03 -6.52899966e-03 -6.90227672e-02
  1.26115948e-01  6.99391440e-02 -3.12327832e-01  2.88463365e-02
 -2.15504002e-02  1.05840228e-01 -4.11825553e-02 -3.78842019e-02
  9.88612771e-02 -1.94615126e-02  2.68542618e-01  6.00410178e-02
  8.85213837e-02 -1.41501958e-02 -9.05697495e-02 -3.03346142e-02
  8.82989690e-02 -2.69743744e-02 -6.94115832e-02 -6.03901409e-02
  5.98969683e-03 -3.41662802e-02  1.96598060e-02  3.29737663e-02]",2
"[-0.08412992 -0.03432255 -0.02019519  0.07187769 -0.19136971  0.05241356
 -0.06700759  0.05337935 -0.13852392  0.02420026 -0.04786205  0.10862534
 -0.14250177 -0.01118397 -0.02111981  0.01744887 -0.03129468 -0.01231348
  0.16539441  0.13306467 -0.07095932 -0.10700405  0.03754834  0.00246414
  0.04195496  0.00536129 -0.04680854  0.05745806 -0.17967601  0.05811908
  0.00116932 -0.05406668 -0.1588303  -0.16694896 -0.09844267  0.01769502
 -0.05937518  0.12464891  0.00499647  0.00579759  0.06270412 -0.09679422
 -0.05057411  0.11392505 -0.04013046 -0.04844657 -0.11241344 -0.07911555
 -0.00400836  0.15635231 -0.02301225 -0.06801323  0.02796876  0.00243135
 -0.0994278   0.06286729  0.04400131 -0.06682902  0.05253176 -0.01239773
 -0.21188256 -0.05926467 -0.01380197  0.01144035  0.07869898 -0.00655398
 -0.13274784  0.12060732  0.07149088 -0.03989368 -0.09274524  0.00267194
  0.11308843 -0.01756642 -0.05151097  0.12275634  0.06577428  0.02419379
 -0.02678282  0.10265099  0.02645024 -0.14729968  0.01712351  0.0276033
 -0.06119231 -0.00463208  0.09826235  0.06285025 -0.0947151   0.01508774
  0.04163504  0.04359259 -0.07123076  0.18250568 -0.15415649  0.05446749
  0.03705792 -0.09009778 -0.06786808 -0.10434914  0.19281638 -0.01204467
 -0.01196822 -0.06597605  0.12075632  0.06220424 -0.3194446   0.01652955
 -0.02318905  0.10453562 -0.05401015 -0.0302057   0.09573047 -0.0249328
  0.26185548  0.04988632  0.07799739 -0.00745032 -0.09535737 -0.0321508
  0.08813818 -0.0223433  -0.06473549 -0.05566769 -0.00156574 -0.03823693
  0.02239028  0.03574879]",6
"[-7.22186342e-02 -4.27470617e-02 -1.04020210e-03  6.43761158e-02
 -1.83677763e-01  4.49914671e-02 -5.32718636e-02  5.47638424e-02
 -1.39197811e-01  3.60830277e-02 -5.82118630e-02  1.00310013e-01
 -1.47044763e-01 -3.78872966e-03 -1.06387660e-02  3.89003195e-02
 -3.98834944e-02 -2.27971375e-02  1.55051932e-01  1.36921898e-01
 -7.88818970e-02 -1.26903743e-01  3.60489301e-02 -1.80593599e-02
  1.70715153e-02 -6.06298354e-03 -3.43135484e-02  6.14502504e-02
 -1.95894077e-01  4.85811979e-02 -1.19696986e-02 -6.66185617e-02
 -1.41437426e-01 -1.73970640e-01 -1.05802923e-01  3.34969833e-02
 -5.82055785e-02  1.24841869e-01  2.44876556e-03  7.90541744e-05
  7.85342380e-02 -7.76739866e-02 -6.49245307e-02  1.08503699e-01
 -1.95448771e-02 -5.00374287e-02 -1.25055462e-01 -8.85442197e-02
  1.55217387e-02  1.62890971e-01 -2.10331250e-02 -6.65731654e-02
  3.60288024e-02  1.72098298e-02 -1.00576170e-01  7.79044554e-02
  2.43172534e-02 -6.96876496e-02  4.85499389e-02 -1.69636644e-02
 -2.05185831e-01 -6.46205097e-02 -9.84801352e-03  1.61011554e-02
  8.71507898e-02 -1.52133750e-02 -1.17218696e-01  1.23775527e-01
  8.21179673e-02 -4.25268263e-02 -1.15709729e-01  1.85407634e-06
  1.02439687e-01 -1.20566860e-02 -4.38306443e-02  1.16719529e-01
  8.06452855e-02  9.88351298e-04 -2.26277281e-02  1.07538931e-01
  3.99649097e-03 -1.48690611e-01 -9.32425261e-03  3.22104245e-02
 -6.20846748e-02 -7.27285398e-03  9.50900838e-02  3.39979529e-02
 -9.63249952e-02  1.60712954e-02  3.62515412e-02  5.63132167e-02
 -7.54720643e-02  1.78160667e-01 -1.46460116e-01  4.56796177e-02
  1.49699245e-02 -8.37800950e-02 -7.76601434e-02 -1.34956673e-01
  1.87364474e-01 -2.21467093e-02 -1.69556830e-02 -5.78322224e-02
  1.09457642e-01  5.47700450e-02 -3.25506628e-01 -3.15186102e-03
 -2.70436443e-02  1.01499476e-01 -7.40645230e-02 -1.82193629e-02
  9.39714834e-02 -3.92010733e-02  2.46107683e-01  3.29742283e-02
  6.35415241e-02  7.00447301e-04 -1.02092087e-01 -3.23183164e-02
  8.97298008e-02 -1.46191455e-02 -5.83148785e-02 -4.37845103e-02
 -2.66393870e-02 -4.11573909e-02  2.62184683e-02  3.79442871e-02]",4
"[-0.08290157 -0.02600667 -0.02059902  0.07361031 -0.19202079  0.04562596
 -0.07869144  0.04783427 -0.12841956  0.02466071 -0.04789292  0.10692106
 -0.13266666 -0.00677091 -0.02682211  0.00756103 -0.02367348 -0.01264226
  0.16988133  0.13521695 -0.07552439 -0.11192668  0.04094529  0.00804858
  0.04734194  0.00820643 -0.0538269   0.05827811 -0.16056514  0.05232675
  0.00336056 -0.04192275 -0.16612929 -0.16606739 -0.09598572  0.00816752
 -0.04356068  0.13499016  0.00547572  0.01056136  0.06096399 -0.10511383
 -0.04932638  0.10872064 -0.03968652 -0.04416355 -0.10877854 -0.08921887
 -0.01878984  0.14461812 -0.02521866 -0.06515526  0.02069123 -0.00283729
 -0.1031791   0.04691615  0.0456806  -0.06667741  0.06208206 -0.0051695
 -0.21484436 -0.06643279 -0.00802734  0.00951624  0.07860028 -0.00978703
 -0.13318793  0.11874563  0.07303384 -0.03546557 -0.07310113  0.00509534
  0.12377851 -0.00808643 -0.06079923  0.11793561  0.06148542  0.01525545
 -0.02929964  0.09729126  0.03624844 -0.15445851  0.02038346  0.02287164
 -0.05400763 -0.00544455  0.10108113  0.07453967 -0.09665214  0.01410683
  0.05270212  0.03961372 -0.07500716  0.18069616 -0.14232285  0.06278304
  0.04675557 -0.09419098 -0.07010203 -0.09238902  0.1985997  -0.00496703
 -0.00706739 -0.07032666  0.12821892  0.06638626 -0.31401914  0.02820349
 -0.02716548  0.10475334 -0.04539434 -0.02826943  0.09473755 -0.02305489
  0.2725147   0.05996186  0.08007483 -0.00887605 -0.09866007 -0.02983601
  0.08372349 -0.03269707 -0.06798985 -0.05844076  0.00764689 -0.03957747
  0.01031937  0.02922502]",2
"[-8.36953148e-02 -2.72172615e-02 -1.82146598e-02  6.50870278e-02
 -1.90804705e-01  4.78480682e-02 -7.51264244e-02  5.41292354e-02
 -1.33780628e-01  3.00163403e-02 -4.77443710e-02  1.09698266e-01
 -1.44511178e-01 -2.06630467e-03 -1.82645954e-02  1.67529676e-02
 -3.44888344e-02 -9.60631948e-03  1.59878910e-01  1.32964730e-01
 -6.83435053e-02 -1.16362505e-01  2.71672495e-02 -3.20969429e-03
  4.23196256e-02  9.83071886e-03 -4.40814458e-02  5.60343936e-02
 -1.75946087e-01  5.84932342e-02  1.03369243e-02 -5.69263548e-02
 -1.58577338e-01 -1.64753765e-01 -9.78376046e-02  1.00609343e-02
 -5.26686385e-02  1.28203958e-01  3.22502875e-03  8.01631156e-03
  6.17908873e-02 -9.59464684e-02 -4.65297811e-02  1.14629962e-01
 -3.71244401e-02 -5.42682409e-02 -1.17550686e-01 -8.12994018e-02
  1.86201069e-04  1.50147766e-01 -2.41938587e-02 -7.07583129e-02
  2.94214673e-02  6.88331551e-04 -1.01631708e-01  6.30122274e-02
  4.22799848e-02 -7.74199963e-02  5.63344806e-02 -9.54276044e-03
 -2.09520489e-01 -5.91255352e-02 -1.44494483e-02  1.49531886e-02
  7.27412179e-02 -1.60619318e-02 -1.32975072e-01  1.19807482e-01
  7.82203078e-02 -3.55159082e-02 -9.33731124e-02  5.81886247e-03
  1.11868761e-01 -1.06835514e-02 -4.34732102e-02  1.26107574e-01
  6.59229755e-02  1.52516253e-02 -2.70464458e-02  1.04361370e-01
  3.35982218e-02 -1.46881342e-01  1.13770692e-02  3.19360979e-02
 -6.14169911e-02 -4.13994864e-03  9.59576070e-02  6.13654666e-02
 -8.93471986e-02  1.07456306e-02  4.27523479e-02  4.57853302e-02
 -6.85707778e-02  1.80671990e-01 -1.51253209e-01  5.32586873e-02
  4.35419790e-02 -9.02339518e-02 -6.94559664e-02 -1.08164571e-01
  1.93991214e-01 -1.38255674e-02 -8.37033149e-03 -6.74453527e-02
  1.17562681e-01  7.00729489e-02 -3.19607556e-01  1.45354876e-02
 -2.11312231e-02  9.93435532e-02 -5.25622629e-02 -2.97306273e-02
  1.01690650e-01 -2.92477515e-02  2.66356289e-01  4.92781363e-02
  8.21123570e-02 -1.17311180e-02 -9.52349380e-02 -2.90901344e-02
  9.12452042e-02 -2.27227788e-02 -6.31893575e-02 -5.89684770e-02
 -1.57338884e-02 -3.62305306e-02  2.30569299e-02  3.54247466e-02]",3
